receipt_no,sale_datetime,loyalty_card_no,store_location,country,item_code,department,qty,item_price,tender_type,register_no,cashier_id
POS-50593,2026-05-12 10:47:57,MEM-115,New York - 5th Ave,US,PROD-063,Home & Living,4,182.63,Contactless,REG-05,EMP-125
POS-50594,2025-12-26 13:32:56,,New York - 5th Ave,US,PROD-062,Apparel & Fashion,2,82.11,Card,REG-04,EMP-129
POS-50001,2025-11-04 13:44:49,MEM-249,London - Oxford St,UK,PROD-014,Books & Media,4,40.05,Cash,REG-04,EMP-107
POS-50596,2026-07-30 18:27:56,MEM-384,Sydney - George St,AU,PROD-077,Apparel & Fashion,1,95.3,Card,REG-01,EMP-103
POS-50597,2025-11-04 19:26:33,MEM-200,London - Oxford St,UK,PROD-040,Sporting Goods,3,248.84,Card,REG-01,EMP-105
POS-50598,2026-07-04 03:59:13,MEM-120,Toronto - Downtown,CA,PROD-089,Books & Media,2,23.62,Contactless,REG-02,EMP-122
POS-50599,2025-10-28 07:46:27,,New York - 5th Ave,US,PROD-066,Consumer Electronics,1,360.32,Card,REG-02,EMP-105
POS-50600,2026-01-17 21:17:56,,Paris - Champs-Elysees,FR,PROD-064,Books & Media,3,8.08,Card,REG-01,EMP-112
POS-50601,2026-01-21 17:26:37,,Sydney - George St,AU,PROD-085,Sporting Goods,3,85.88,Contactless,REG-01,EMP-130
POS-50602,2025-10-11 21:17:17,MEM-287,Berlin - Mitte,DE,PROD-091,Consumer Electronics,4,130.81,Card,REG-03,EMP-115
POS-50603,2025-10-03 13:17:14,,Sydney - George St,AU,PROD-046,Consumer Electronics,4,191.6,Cash,REG-04,EMP-128
POS-50604,2026-08-28 09:47:03,MEM-377,London - Oxford St,UK,PROD-093,Home & Living,2,159.31,Cash,REG-01,EMP-125
POS-50605,2026-03-13 12:27:57,,Sydney - George St,AU,PROD-050,Sporting Goods,1,165.56,Card,REG-04,EMP-110
POS-50606,2026-06-22 07:02:57,MEM-160,New York - 5th Ave,US,PROD-038,Home & Living,2,105.94,Cash,REG-05,EMP-125
POS-50607,2026-01-12 22:46:16,,Mumbai - Bandra,IN,PROD-023,Home & Living,3,93.99,Contactless,REG-06,EMP-114
POS-50608,2025-11-02 16:44:06,MEM-372,New York - 5th Ave,US,PROD-025,Sporting Goods,3,118.16,Cash,REG-05,EMP-120
POS-50609,2025-12-17 17:22:02,,New York - 5th Ave,XX,PROD-022,Apparel & Fashion,2,29.96,Card,REG-05,EMP-109
POS-50610,2026-04-02 13:16:03,,Sydney - George St,AU,PROD-099,Books & Media,2,32.64,Contactless,REG-05,EMP-122
POS-50611,2026-06-27 06:50:32,MEM-224,New York - 5th Ave,US,PROD-056,Consumer Electronics,1,586.11,Cash,REG-03,EMP-116
POS-50612,2026-06-04 06:37:08,,Mumbai - Bandra,IN,PROD-027,Apparel & Fashion,2,55.73,Card,REG-06,EMP-127
POS-50613,2026-03-28 20:56:04,MEM-150,New York - 5th Ave,US,PROD-055,Sporting Goods,2,151.04,Contactless,REG-03,EMP-104
POS-50614,2026-04-16 21:20:32,MEM-291,Toronto - Downtown,CA,PROD-051,Consumer Electronics,4,754.85,Contactless,REG-02,EMP-109
POS-50615,2026-08-01 16:52:33,,Berlin - Mitte,DE,PROD-096,Consumer Electronics,2,623.85,Cash,REG-05,EMP-130
POS-50616,2026-08-22 18:46:18,,London - Oxford St,UK,PROD-019,Books & Media,2,27.99,Contactless,REG-03,EMP-121
POS-50617,2026-01-22 05:54:27,MEM-373,Mumbai - Bandra,IN,PROD-044,Books & Media,4,42.65,Cash,REG-04,EMP-120
POS-50618,2026-05-04 16:29:57,MEM-169,New York - 5th Ave,US,PROD-009,Books & Media,1,15.95,Contactless,REG-01,EMP-122
POS-50619,2026-05-13 18:00:16,,New York - 5th Ave,XX,PROD-086,Consumer Electronics,1,468.38,Cash,REG-06,EMP-106
POS-50620,2026-08-11 03:00:08,,London - Oxford St,UK,PROD-029,Books & Media,3,16.22,Card,REG-06,EMP-124
POS-50621,2025-12-12 08:17:11,MEM-267,Berlin - Mitte,DE,PROD-082,Apparel & Fashion,4,72.34,Card,REG-05,EMP-101
POS-50622,2026-06-22 12:20:27,,Berlin - Mitte,DE,PROD-068,Home & Living,3,84.73,Contactless,REG-01,EMP-105
POS-50623,2026-06-09 05:30:37,,Sydney - George St,XX,PROD-039,Books & Media,3,40.45,Cash,REG-01,EMP-106
POS-50624,2026-03-30 13:29:01,MEM-206,Berlin - Mitte,DE,PROD-006,Consumer Electronics,3,289.47,Card,REG-05,EMP-118
POS-50625,2026-01-17 12:35:08,,New York - 5th Ave,US,PROD-025,Sporting Goods,3,126.77,Card,REG-04,EMP-121
POS-50626,2026-08-10 14:28:09,MEM-367,Toronto - Downtown,CA,PROD-046,Consumer Electronics,2,357.19,Contactless,REG-03,EMP-110
POS-50627,2025-10-08 04:49:45,,Berlin - Mitte,DE,PROD-084,Books & Media,4,9.59,Card,REG-04,EMP-109
POS-50628,2025-10-10 10:54:14,MEM-361,London - Oxford St,UK,PROD-051,Consumer Electronics,1,314.38,Contactless,REG-03,EMP-120
POS-50629,2026-01-04 16:41:50,,Toronto - Downtown,CA,PROD-007,Apparel & Fashion,4,26.8,Card,REG-05,EMP-105
POS-50630,2026-04-04 02:53:53,MEM-362,Berlin - Mitte,DE,PROD-091,Consumer Electronics,3,735.55,Cash,REG-04,EMP-115
POS-50631,2025-12-11 09:58:33,,Toronto - Downtown,CA,PROD-066,Consumer Electronics,4,568.9,Cash,REG-01,EMP-105
POS-50632,2025-10-13 03:07:14,,London - Oxford St,UK,PROD-063,Home & Living,1,143.98,Card,REG-01,EMP-118
POS-50633,2026-02-23 01:13:57,MEM-323,London - Oxford St,UK,PROD-059,Books & Media,3,14.1,Cash,REG-02,EMP-110
POS-50634,2026-03-28 01:32:21,MEM-300,London - Oxford St,UK,PROD-066,Consumer Electronics,3,180.22,Contactless,REG-05,EMP-108
POS-50635,2026-05-19 19:46:25,MEM-195,New York - 5th Ave,US,PROD-005,Sporting Goods,1,85.94,Cash,REG-05,EMP-119
POS-50636,2025-10-24 22:33:10,MEM-291,Paris - Champs-Elysees,FR,PROD-015,Sporting Goods,4,176.37,Cash,REG-02,EMP-118
POS-50637,2025-11-03 12:15:10,,Mumbai - Bandra,IN,PROD-082,Apparel & Fashion,1,62.29,Cash,REG-04,EMP-115
POS-50638,2026-09-02 14:40:48,MEM-168,London - Oxford St,UK,PROD-093,Home & Living,-1,100.16,Contactless,REG-06,EMP-116
POS-50639,2025-12-23 19:21:22,MEM-202,London - Oxford St,UK,PROD-096,Consumer Electronics,1,194.86,Cash,REG-02,EMP-125
POS-50640,2026-04-11 23:05:22,MEM-139,London - Oxford St,UK,PROD-099,Books & Media,4,15.78,Cash,REG-04,EMP-126
POS-50641,2026-07-21 11:27:37,MEM-362,Toronto - Downtown,CA,PROD-083,Home & Living,4,145.53,Card,REG-06,EMP-106
POS-50642,2026-04-30 20:46:12,,Paris - Champs-Elysees,FR,PROD-094,Books & Media,4,28.94,Contactless,REG-04,EMP-123
POS-50643,2026-09-06 12:14:38,,Berlin - Mitte,DE,PROD-005,Sporting Goods,4,182.18,Cash,REG-04,EMP-117
POS-50644,2026-05-23 07:26:08,MEM-339,New York - 5th Ave,US,PROD-004,Books & Media,1,34.25,Cash,REG-02,EMP-116
POS-50645,2026-08-14 14:08:44,MEM-312,New York - 5th Ave,US,PROD-021,Consumer Electronics,1,415.27,Cash,REG-05,EMP-115
POS-50646,2026-07-07 12:58:49,MEM-151,Paris - Champs-Elysees,FR,PROD-051,Consumer Electronics,2,88.4,Contactless,REG-06,EMP-129
POS-50647,2026-02-16 15:54:00,,Toronto - Downtown,CA,PROD-059,Books & Media,3,34.64,Cash,REG-01,EMP-126
POS-50648,2026-03-30 03:42:41,MEM-179,Toronto - Downtown,CA,PROD-049,Books & Media,3,39.15,Card,REG-01,EMP-107
POS-50649,2026-02-04 04:11:39,MEM-341,Berlin - Mitte,DE,PROD-076,Consumer Electronics,2,254.49,Cash,REG-01,EMP-122
POS-50650,2026-05-28 06:25:43,MEM-277,Mumbai - Bandra,IN,PROD-097,Apparel & Fashion,3,50.24,Cash,REG-03,EMP-116
POS-50651,2025-12-18 06:15:05,,Berlin - Mitte,DE,PROD-038,Home & Living,2,243.15,Contactless,REG-01,EMP-122
POS-50652,2025-11-08 22:34:25,,Berlin - Mitte,DE,PROD-046,Consumer Electronics,3,51.91,Card,REG-01,EMP-103
POS-50653,2026-08-01 17:48:48,,Mumbai - Bandra,IN,PROD-059,Books & Media,3,34.07,Contactless,REG-01,EMP-114
POS-50654,2025-09-30 18:11:29,,Mumbai - Bandra,IN,PROD-089,Books & Media,4,43.06,Cash,REG-06,EMP-109
POS-50655,2026-08-26 23:34:52,MEM-155,Sydney - George St,AU,PROD-057,Apparel & Fashion,2,64.49,Cash,REG-01,EMP-111
POS-50656,2026-01-04 00:34:21,MEM-324,Berlin - Mitte,DE,PROD-022,Apparel & Fashion,4,41.8,Card,REG-03,EMP-112
POS-50657,2026-08-03 19:04:27,,Sydney - George St,AU,PROD-082,Apparel & Fashion,2,33.51,Contactless,REG-03,EMP-115
POS-50658,2026-03-22 13:49:56,,Toronto - Downtown,CA,PROD-033,Home & Living,1,41.42,Contactless,REG-04,EMP-120
POS-50659,2026-03-04 11:26:18,MEM-148,London - Oxford St,UK,PROD-076,Consumer Electronics,1,417.63,Contactless,REG-05,EMP-110
POS-50660,2025-11-28 22:19:05,,London - Oxford St,UK,PROD-002,Apparel & Fashion,3,62.26,Card,REG-03,EMP-123
POS-50661,2026-03-29 10:41:08,MEM-238,Sydney - George St,AU,PROD-057,Apparel & Fashion,2,93.66,Cash,REG-06,EMP-129
POS-50662,2026-04-09 02:16:11,MEM-264,New York - 5th Ave,US,PROD-035,Sporting Goods,2,113.08,Card,REG-03,EMP-123
POS-50663,2025-11-05 22:46:22,MEM-283,Sydney - George St,AU,PROD-089,Books & Media,3,43.2,Cash,REG-02,EMP-116
POS-50664,2025-10-24 02:33:55,,Berlin - Mitte,DE,PROD-091,Consumer Electronics,2,81.0,Card,REG-03,EMP-111
POS-50665,2026-03-25 00:56:22,MEM-262,Toronto - Downtown,XX,PROD-084,Books & Media,1,20.65,Cash,REG-02,EMP-115
POS-50666,2025-12-14 10:02:37,MEM-319,London - Oxford St,UK,PROD-033,Home & Living,2,249.17,Card,REG-01,EMP-112
POS-50667,2026-02-12 15:52:54,MEM-278,Berlin - Mitte,DE,PROD-072,Apparel & Fashion,2,64.95,Contactless,REG-03,EMP-130
POS-50668,2026-05-19 08:02:26,,New York - 5th Ave,US,PROD-094,Books & Media,3,29.17,Contactless,REG-03,EMP-129
POS-50669,2026-01-01 03:59:20,,New York - 5th Ave,US,PROD-020,Sporting Goods,4,38.77,Cash,REG-01,EMP-118
POS-50670,2026-05-20 05:43:07,MEM-172,Berlin - Mitte,DE,PROD-050,Sporting Goods,3,87.69,Cash,REG-01,EMP-123
POS-50671,2026-09-13 17:04:39,,Mumbai - Bandra,IN,PROD-061,Consumer Electronics,3,360.71,Contactless,REG-01,EMP-116
POS-50672,2026-04-13 12:34:38,MEM-189,London - Oxford St,XX,PROD-069,Books & Media,1,41.04,Card,REG-03,EMP-101
POS-50673,2026-03-18 20:18:14,MEM-377,Berlin - Mitte,DE,PROD-010,Sporting Goods,1,131.79,Cash,REG-04,EMP-108
POS-50674,2026-09-04 08:42:56,MEM-169,Berlin - Mitte,DE,PROD-097,Apparel & Fashion,4,67.93,Contactless,REG-04,EMP-108
POS-50675,2026-01-18 18:52:00,MEM-397,Sydney - George St,AU,PROD-054,Books & Media,4,15.96,Contactless,REG-03,EMP-104
POS-50676,2025-09-29 18:56:25,,London - Oxford St,UK,PROD-015,Sporting Goods,3,293.0,Contactless,REG-03,EMP-103
POS-50677,2026-08-22 22:03:50,MEM-116,London - Oxford St,UK,PROD-077,Apparel & Fashion,3,68.65,Card,REG-04,EMP-107
POS-50678,2026-07-01 01:28:18,MEM-185,Sydney - George St,AU,PROD-062,Apparel & Fashion,2,48.84,Contactless,REG-01,EMP-114
POS-50679,2025-12-23 18:18:52,MEM-398,Paris - Champs-Elysees,FR,PROD-005,Sporting Goods,2,133.15,Contactless,REG-03,EMP-130
POS-50680,2026-05-26 17:58:30,MEM-137,London - Oxford St,UK,PROD-037,Apparel & Fashion,3,93.36,Contactless,REG-06,EMP-114
POS-50681,2026-07-30 07:00:43,,Berlin - Mitte,XX,PROD-074,Books & Media,3,16.66,Cash,REG-03,EMP-120
POS-50682,2026-07-20 01:56:50,,New York - 5th Ave,US,PROD-033,Home & Living,2,89.34,Contactless,REG-06,EMP-119
POS-50683,2025-10-20 05:45:10,,Sydney - George St,AU,PROD-043,Home & Living,1,205.5,Contactless,REG-04,EMP-104
POS-50684,2025-12-18 12:49:06,MEM-246,Mumbai - Bandra,IN,PROD-066,Consumer Electronics,2,761.2,Card,REG-06,EMP-105
POS-50685,2026-01-10 04:53:08,MEM-219,London - Oxford St,UK,PROD-048,Home & Living,3,112.18,Contactless,REG-01,EMP-106
POS-50686,2026-01-24 02:49:50,MEM-259,Sydney - George St,AU,PROD-043,Home & Living,1,174.33,Cash,REG-03,EMP-112
POS-50687,2025-10-20 06:07:02,MEM-340,Berlin - Mitte,DE,PROD-097,Apparel & Fashion,3,41.82,Contactless,REG-06,EMP-118
POS-50688,2026-02-27 00:44:42,MEM-159,New York - 5th Ave,US,PROD-094,Books & Media,3,35.71,Cash,REG-05,EMP-126
POS-50689,2026-08-11 08:13:17,MEM-189,Berlin - Mitte,DE,PROD-072,Apparel & Fashion,3,71.84,Contactless,REG-05,EMP-125
POS-50690,2026-08-13 11:14:57,,New York - 5th Ave,US,PROD-037,Apparel & Fashion,1,90.46,Cash,REG-01,EMP-129
POS-50691,2026-05-27 08:19:08,MEM-290,Toronto - Downtown,CA,PROD-038,Home & Living,2,198.01,Contactless,REG-01,EMP-128
POS-50692,2026-08-02 18:13:11,,Paris - Champs-Elysees,FR,PROD-002,Apparel & Fashion,1,104.42,Cash,REG-01,EMP-128
POS-50693,2025-09-29 17:53:37,MEM-269,Toronto - Downtown,CA,PROD-067,Apparel & Fashion,2,108.56,Card,REG-05,EMP-105
POS-50694,2026-07-02 19:02:01,,Toronto - Downtown,CA,PROD-033,Home & Living,1,173.7,Card,REG-01,EMP-128
POS-50695,2026-06-08 00:02:35,MEM-199,Toronto - Downtown,CA,PROD-097,Apparel & Fashion,3,117.91,Contactless,REG-06,EMP-121
POS-50696,2026-07-10 09:12:22,,Berlin - Mitte,DE,PROD-031,Consumer Electronics,4,67.25,Contactless,REG-03,EMP-114
POS-50697,2025-12-22 05:26:31,,London - Oxford St,UK,PROD-088,Home & Living,3,239.66,Card,REG-04,EMP-126
POS-50698,2026-01-26 05:35:11,MEM-266,Berlin - Mitte,DE,PROD-024,Books & Media,4,22.41,Cash,REG-06,EMP-108
POS-50699,2026-06-27 20:26:13,,New York - 5th Ave,US,PROD-003,Home & Living,1,232.87,Contactless,REG-01,EMP-120
POS-50700,2025-11-14 03:22:56,,Mumbai - Bandra,IN,PROD-055,Sporting Goods,2,153.89,Card,REG-02,EMP-130
POS-50701,2026-06-19 23:37:50,,Sydney - George St,AU,PROD-094,Books & Media,1,15.74,Cash,REG-01,EMP-126
POS-50702,2026-06-21 05:16:02,MEM-304,London - Oxford St,UK,PROD-076,Consumer Electronics,4,519.77,Card,REG-04,EMP-127
POS-50001,2026-07-09 01:07:45,,Paris - Champs-Elysees,FR,PROD-072,Apparel & Fashion,4,55.74,Card,REG-05,EMP-105
POS-50704,2025-11-26 15:19:41,,Mumbai - Bandra,IN,PROD-088,Home & Living,1,247.01,Contactless,REG-03,EMP-102
POS-50705,2026-01-24 23:06:20,,Toronto - Downtown,CA,PROD-087,Apparel & Fashion,1,21.85,Contactless,REG-01,EMP-129
POS-50706,2026-01-01 03:26:01,MEM-397,Paris - Champs-Elysees,FR,PROD-071,Consumer Electronics,2,552.42,Contactless,REG-01,EMP-122
POS-50707,2026-03-09 23:06:26,MEM-304,London - Oxford St,UK,PROD-022,Apparel & Fashion,4,39.28,Cash,REG-01,EMP-117
POS-50708,2026-06-03 20:22:36,,Mumbai - Bandra,IN,PROD-078,Home & Living,2,58.59,Contactless,REG-01,EMP-121
POS-50709,2025-10-15 10:13:03,MEM-112,New York - 5th Ave,US,PROD-049,Books & Media,2,9.04,Card,REG-06,EMP-126
POS-50710,2025-11-21 03:14:06,,Sydney - George St,AU,PROD-040,Sporting Goods,4,104.95,Card,REG-03,EMP-105
POS-50711,2026-06-30 11:37:56,MEM-187,Mumbai - Bandra,IN,PROD-022,Apparel & Fashion,1,40.14,Cash,REG-03,EMP-124
POS-50712,2026-08-10 15:29:40,,Paris - Champs-Elysees,FR,PROD-052,Apparel & Fashion,3,48.75,Card,REG-06,EMP-127
POS-50713,2026-02-19 16:22:40,,London - Oxford St,UK,PROD-089,Books & Media,4,33.84,Card,REG-01,EMP-120
POS-50714,2025-09-30 16:54:28,MEM-349,Mumbai - Bandra,IN,PROD-076,Consumer Electronics,1,716.03,Contactless,REG-02,EMP-120
POS-50715,2025-12-20 07:27:06,,Berlin - Mitte,DE,PROD-056,Consumer Electronics,1,545.71,Cash,REG-05,EMP-129
POS-50716,2025-11-22 18:48:22,MEM-136,London - Oxford St,UK,PROD-100,Sporting Goods,4,153.3,Contactless,REG-01,EMP-129
POS-50717,2026-04-17 16:21:57,MEM-393,New York - 5th Ave,US,PROD-085,Sporting Goods,2,262.14,Contactless,REG-06,EMP-121
POS-50718,2026-07-15 16:40:06,MEM-379,Toronto - Downtown,CA,PROD-030,Sporting Goods,1,284.65,Cash,REG-01,EMP-110
POS-50719,2025-12-23 22:26:29,MEM-149,Berlin - Mitte,DE,PROD-080,Sporting Goods,4,234.97,Contactless,REG-02,EMP-124
POS-50720,2025-10-23 20:38:20,MEM-371,Mumbai - Bandra,IN,PROD-091,Consumer Electronics,4,395.99,Contactless,REG-04,EMP-103
POS-50721,2026-01-03 20:54:21,,Paris - Champs-Elysees,FR,PROD-042,Apparel & Fashion,1,49.15,Cash,REG-05,EMP-104
POS-50722,2026-06-16 04:19:41,MEM-317,Toronto - Downtown,CA,PROD-025,Sporting Goods,3,260.24,Card,REG-06,EMP-102
POS-50723,2025-09-17 20:20:21,,Berlin - Mitte,DE,PROD-007,Apparel & Fashion,4,45.93,Card,REG-01,EMP-107
POS-50724,2026-02-08 20:49:52,,Berlin - Mitte,DE,PROD-018,Home & Living,4,158.73,Cash,REG-04,EMP-104
POS-50725,2026-08-23 06:44:15,MEM-280,Mumbai - Bandra,IN,PROD-072,Apparel & Fashion,1,63.6,Contactless,REG-04,EMP-104
POS-50726,2026-04-16 12:10:47,MEM-154,London - Oxford St,UK,PROD-069,Books & Media,2,37.71,Card,REG-03,EMP-115
POS-50727,2026-05-31 15:52:28,,Sydney - George St,AU,PROD-079,Books & Media,1,22.01,Contactless,REG-04,EMP-119
POS-50728,2025-10-17 01:45:54,MEM-220,Mumbai - Bandra,IN,PROD-085,Sporting Goods,1,202.03,Card,REG-03,EMP-112
POS-50729,2025-10-10 01:49:57,MEM-119,Berlin - Mitte,DE,PROD-084,Books & Media,2,38.71,Card,REG-02,EMP-130
POS-50730,2025-11-24 05:36:18,MEM-229,New York - 5th Ave,US,PROD-056,Consumer Electronics,1,428.77,Card,REG-03,EMP-121
POS-50731,2026-04-21 13:39:27,MEM-379,Berlin - Mitte,DE,PROD-039,Books & Media,1,10.93,Cash,REG-05,EMP-104
POS-50732,2026-04-28 21:45:33,,Berlin - Mitte,DE,PROD-085,Sporting Goods,3,292.13,Cash,REG-03,EMP-114
POS-50733,2026-06-23 23:00:22,MEM-167,London - Oxford St,UK,PROD-002,Apparel & Fashion,4,77.08,Card,REG-04,EMP-117
POS-50734,2026-07-24 20:55:14,MEM-199,Sydney - George St,AU,PROD-069,Books & Media,1,11.05,Contactless,REG-02,EMP-124
POS-50735,2026-01-14 16:08:03,,Mumbai - Bandra,IN,PROD-079,Books & Media,3,27.06,Contactless,REG-04,EMP-110
POS-50736,2026-02-06 16:01:46,MEM-339,New York - 5th Ave,US,PROD-028,Home & Living,1,71.8,Card,REG-01,EMP-114
POS-50737,2026-03-22 16:19:37,,Sydney - George St,AU,PROD-067,Apparel & Fashion,1,77.66,Card,REG-04,EMP-103
POS-50738,2026-05-17 17:13:13,,New York - 5th Ave,US,PROD-082,Apparel & Fashion,4,101.97,Contactless,REG-03,EMP-128
POS-50739,2026-09-06 00:11:12,,Paris - Champs-Elysees,FR,PROD-073,Home & Living,2,145.19,Cash,REG-01,EMP-121
POS-50740,2026-06-02 06:19:41,,Paris - Champs-Elysees,FR,PROD-091,Consumer Electronics,1,662.57,Card,REG-06,EMP-117
POS-50741,2026-09-12 04:49:18,MEM-184,Sydney - George St,AU,PROD-088,Home & Living,1,183.72,Card,REG-06,EMP-117
POS-50742,2026-03-07 05:16:02,,Paris - Champs-Elysees,FR,PROD-033,Home & Living,2,0.0,Card,REG-04,EMP-107
POS-50743,2026-05-31 23:06:28,,Paris - Champs-Elysees,FR,PROD-001,Consumer Electronics,1,54.5,Cash,REG-02,EMP-114
POS-50744,2025-11-26 15:16:58,MEM-128,Toronto - Downtown,CA,PROD-052,Apparel & Fashion,3,47.93,Card,REG-03,EMP-125
POS-50745,2026-09-07 07:07:45,MEM-133,Sydney - George St,AU,PROD-079,Books & Media,4,16.34,Contactless,REG-04,EMP-122
POS-50746,2026-02-20 17:06:38,,New York - 5th Ave,US,PROD-023,Home & Living,1,76.02,Contactless,REG-06,EMP-110
POS-50747,2025-10-26 22:10:23,,Toronto - Downtown,CA,PROD-032,Apparel & Fashion,1,42.76,Contactless,REG-06,EMP-113
POS-50748,2026-07-14 01:53:12,MEM-358,Sydney - George St,AU,PROD-033,Home & Living,1,36.24,Card,REG-01,EMP-101
POS-50749,2025-10-18 18:51:02,MEM-245,New York - 5th Ave,US,PROD-027,Apparel & Fashion,4,94.71,Card,REG-04,EMP-114
POS-50750,2026-02-26 21:04:31,MEM-370,Mumbai - Bandra,IN,PROD-097,Apparel & Fashion,2,80.06,Card,REG-03,EMP-114
POS-50751,2026-08-19 08:33:31,,London - Oxford St,UK,PROD-047,Apparel & Fashion,1,105.64,Card,REG-06,EMP-104
POS-50752,2026-05-27 11:05:30,MEM-398,Toronto - Downtown,CA,PROD-042,Apparel & Fashion,2,96.96,Cash,REG-05,EMP-116
POS-50753,2026-10-13 06:38:12,,London - Oxford St,UK,PROD-059,Books & Media,1,28.22,Card,REG-03,EMP-116
POS-50754,2026-07-07 19:58:07,MEM-255,Mumbai - Bandra,IN,PROD-045,Sporting Goods,1,247.04,Cash,REG-06,EMP-123
POS-50755,2026-05-03 05:30:22,,Paris - Champs-Elysees,FR,PROD-084,Books & Media,3,14.21,Contactless,REG-02,EMP-104
POS-50756,2026-08-21 05:53:16,MEM-348,Sydney - George St,AU,PROD-040,Sporting Goods,1,234.76,Contactless,REG-03,EMP-109
POS-50757,2025-09-17 00:30:22,MEM-295,Toronto - Downtown,CA,PROD-010,Sporting Goods,3,90.53,Card,REG-05,EMP-105
POS-50758,2025-10-29 17:46:00,,Mumbai - Bandra,IN,PROD-083,Home & Living,2,223.77,Cash,REG-02,EMP-105
POS-50759,2025-11-30 02:45:13,,London - Oxford St,UK,PROD-031,Consumer Electronics,2,421.25,Card,REG-05,EMP-122
POS-50760,2026-03-01 10:42:29,MEM-347,Berlin - Mitte,DE,PROD-044,Books & Media,3,37.04,Card,REG-02,EMP-109
POS-50761,2025-11-27 20:08:54,MEM-319,Sydney - George St,AU,PROD-002,Apparel & Fashion,1,41.36,Contactless,REG-05,EMP-115
POS-50762,2026-08-15 17:53:07,MEM-360,New York - 5th Ave,US,PROD-005,Sporting Goods,2,219.25,Contactless,REG-06,EMP-129
POS-50763,2025-11-09 14:41:22,MEM-327,Toronto - Downtown,CA,PROD-040,Sporting Goods,4,71.65,Cash,REG-05,EMP-109
POS-50764,2025-12-11 16:30:55,MEM-215,Sydney - George St,AU,PROD-024,Books & Media,4,44.28,Cash,REG-03,EMP-129
POS-50765,2026-01-16 14:57:39,MEM-119,New York - 5th Ave,US,PROD-051,Consumer Electronics,3,405.54,Contactless,REG-06,EMP-130
POS-50766,2025-12-31 01:48:58,,Mumbai - Bandra,IN,PROD-090,Sporting Goods,4,144.38,Cash,REG-04,EMP-117
POS-50767,2026-07-24 08:55:24,MEM-204,London - Oxford St,UK,PROD-013,Home & Living,4,187.12,Cash,REG-03,EMP-106
POS-50768,2026-05-10 01:21:04,,London - Oxford St,UK,PROD-078,Home & Living,1,102.57,Card,REG-05,EMP-123
POS-50769,2026-04-05 14:02:26,MEM-257,Berlin - Mitte,DE,PROD-068,Home & Living,2,117.9,Contactless,REG-01,EMP-107
POS-50770,2026-01-21 12:11:38,,Sydney - George St,AU,PROD-087,Apparel & Fashion,3,114.86,Contactless,REG-04,EMP-110
POS-50771,2026-04-10 16:56:57,MEM-369,Paris - Champs-Elysees,FR,PROD-062,Apparel & Fashion,2,37.32,Contactless,REG-02,EMP-113
POS-50772,2025-12-18 19:55:35,,Paris - Champs-Elysees,FR,PROD-090,Sporting Goods,3,244.46,Cash,REG-06,EMP-102
POS-50773,2026-09-08 12:03:11,MEM-222,Paris - Champs-Elysees,FR,PROD-012,Apparel & Fashion,2,53.07,Cash,REG-03,EMP-126
POS-50774,2026-03-21 09:44:14,MEM-117,Paris - Champs-Elysees,FR,PROD-057,Apparel & Fashion,2,102.79,Contactless,REG-02,EMP-121
POS-50775,2026-04-28 17:01:28,MEM-224,Mumbai - Bandra,IN,PROD-019,Books & Media,4,37.28,Contactless,REG-01,EMP-125
POS-50776,2025-12-27 04:41:20,,Toronto - Downtown,CA,PROD-030,Sporting Goods,2,102.15,Contactless,REG-04,EMP-117
POS-50777,2026-03-31 06:04:48,MEM-381,Berlin - Mitte,DE,PROD-081,Consumer Electronics,3,104.76,Cash,REG-02,EMP-101
POS-50778,2026-08-17 21:06:56,MEM-293,New York - 5th Ave,US,PROD-079,Books & Media,4,18.76,Card,REG-06,EMP-128
POS-50779,2025-12-04 23:23:19,MEM-328,London - Oxford St,UK,PROD-046,Consumer Electronics,1,667.51,Card,REG-01,EMP-120
POS-50780,2026-04-27 04:31:45,,New York - 5th Ave,US,PROD-086,Consumer Electronics,2,590.34,Card,REG-03,EMP-111
POS-50781,2026-03-17 07:21:36,,New York - 5th Ave,US,PROD-086,Consumer Electronics,4,151.79,Contactless,REG-03,EMP-113
POS-50782,2026-06-26 10:32:10,MEM-258,London - Oxford St,UK,PROD-086,Consumer Electronics,3,239.13,Contactless,REG-01,EMP-123
POS-50783,2026-08-30 16:59:11,MEM-188,London - Oxford St,UK,PROD-041,Consumer Electronics,1,627.0,Contactless,REG-04,EMP-116
POS-50784,2025-10-23 15:42:04,MEM-126,Toronto - Downtown,CA,PROD-077,Apparel & Fashion,2,110.17,Contactless,REG-04,EMP-110
POS-50785,2026-07-20 05:45:40,MEM-352,New York - 5th Ave,US,PROD-036,Consumer Electronics,4,774.84,Card,REG-04,EMP-109
POS-50786,2025-11-17 17:04:10,MEM-256,Sydney - George St,AU,PROD-078,Home & Living,3,56.58,Contactless,REG-01,EMP-125
POS-50787,2026-07-12 01:23:18,,Paris - Champs-Elysees,FR,PROD-046,Consumer Electronics,1,146.68,Contactless,REG-05,EMP-110
POS-50788,2026-04-25 16:43:04,,Berlin - Mitte,DE,PROD-020,Sporting Goods,1,79.6,Cash,REG-02,EMP-112
POS-50789,2025-12-21 19:30:11,MEM-103,London - Oxford St,UK,PROD-056,Consumer Electronics,4,666.12,Contactless,REG-05,EMP-119
